https://www.yna.co.kr/view/AKR20200825162151002?section=search,"코스콤, HSBC펀드서비스 인수…""자산운용 IT업계 진출""(종합)",송고시간2020-08-26 18:41,https://img5.yna.co.kr/photo/cms/2020/01/29/35/PCM20200129000135990_P4.jpg,"[코스콤 제공. 재판매 및 DB금지](서울=연합뉴스) 김연숙 박원희 기자 = 코스콤이 펀드 사무관리업무를 담당하는 일반사무관리회사 HSBC펀드서비스코리아를 인수한다.HSBC 아시아 태평양 홀딩스는 HSBC 펀드서비스코리아의 지분 92.66%를 코스콤에 매각하기로 합의했다고 지난 25일 밝혔다. 거래는 향후 6개월 안에 마무리될 전망이다.피터 왕 HSBC 아태지역 최고경영자(CEO)는 ""지분 매각을 계기로 한국 내 핵심사업에 주력할 것""이라고 말했다.HSBC는 최근 기업금융 영업에 주력하고 있다. 외환, 이자율 파생, 글로벌 자금관리, 무역금융, 해외·국내 투자자를 위한 증권보관서비스, 채권·주식자본시장 자금 조달 및 중개업무, 인수합병 자문이 포함된다.기관투자자와 자산운용사에 증권보관 서비스와 펀드수탁 서비스를 제공하는 증권관리 업무는 이번 거래에 영향을 받지 않는다고 HSBC는 설명했다.코스콤은 인구 고령화·저금리 등으로 자산관리의 중요성이 커지고 있어 이번 인수를 통해 자산운용 정보기술(IT) 분야로 진출, '웰스테크 플랫폼(Wealth-Tech Platform)' 기업으로 거듭날 계획이다.웰스테크 플랫폼은 고객사의 자산관리 서비스 지원을 위해 데이터와 인프라 등 첨단 기술을 제공하는 자산관리 플랫폼을 의미한다.코스콤은 기존 분당 센터를 매각해 인수 자금을 확보하고 활용성이 낮은 부동산을 팔아 신규 사업에 투자한다.인수 후에는 실시간 자산 관리 시스템 등 선진국의 IT 서비스를 도입하고 로보 어드바이저(robo-advisor·자산 배분 자동화 서비스)를 활용한 포트폴리오 구성 서비스를 제공할 예정이다.코스콤 측은 2018년 중기 경영 전략에서 자산운용 시장 진출을 계획했으며 지난 1월 전담 조직을 꾸린 뒤 본격적으로 기업 인수를 준비해왔다고 설명했다.정지석 코스콤 사장은 ""대규모 투자를 통해 자산운용 IT 분야에서 새로운 시장의 판을 짤 수 있는 기업으로 성장시키겠다""며 ""이 과정에서 금융IT 분야의 일자리를 늘리고 새로운 시장을 만들어 낼 수 있도록 최선을 다할 것""이라고 말했다.한편 코스콤 노조는 성명을 내고 ""임기가 얼마 나지 않은 사장이 졸속으로 인수를 추진하고 있다""며 반대 입장을 밝혔다.nomad@yna.co.kr<저작권자(c) 연합뉴스, 무단 전재-재배포 금지>2020/08/26 18:41 송고"
https://www.yna.co.kr/view/AKR20200826082900053?section=search,포항경제자유구역에 바이오·IT 8개 기업 공장 설립,송고시간2020-08-26 14:02,https://img0.yna.co.kr/etc/inner/KR/2020/08/26/AKR20200826082900053_02_i_P4.jpg,"[포항시 제공. 재판매 및 DB 금지](포항=연합뉴스) 손대성 기자 = 바이오·IT 분야 8개 회사가 경북 포항경제자유구역(포항융합기술산업지구)에 공장을 설립한다.포항시는 26일 시청에서 바이오·IT·신소재 분야 8개 업체와 투자협약을 맺었다.협약을 맺은 기업 가운데 에이엔폴리(대표 노상철), 원소프트다임(대표 이대호), 바이오컴(대표 류봉열)은 포항공대(포스텍)에서 연구소기업이나 벤처기업으로 출발했다.이너센서(대표 강문식), 이브이에스(대표 이득진), 휴비즈아이씨티(대표 심희택)는 포항테크노파크에서 성장했고 아이언박스(대표 오상택)는 포항 국민안전로봇실증센터에서 성장한 기업이다.화이바이오메드(대표 한세광)는 서울에 있는 기업이다.8개 기업은 2024년까지 포항 북구 흥해읍 대련리·이인리 일원 포항융합기술지구 3만6천848㎡ 땅에 451억원을 투자해 공장을 지을 예정이다.시는 협약을 맺은 기업 가운데 7개사가 포항에서 시작해 성장한 기업이라고 밝혔다.이강덕 시장은 ""국내외 투자심리가 위축된 상황에서 포항융합기술산업지구 내 투자유치 협약은 큰 의미가 있다""며 ""지역에서 성장한 기업이 지역에 재투자하는 기업투자 선순환 구조를 보여줌으로써 투자 유치에 호재로 작용할 것으로 본다""고 설명했다.sds123@yna.co.kr<저작권자(c) 연합뉴스, 무단 전재-재배포 금지>2020/08/26 14:02 송고"
https://www.yna.co.kr/view/AKR20200825147900009?section=search,IT 유니콘기업 줄줄이 미 증시서 기업공개,송고시간2020-08-25 16:48,https://img7.yna.co.kr/photo/yna/YH/2020/08/07/PYH2020080700610034000_P4.jpg,"(서울=연합뉴스) 구정모 기자 = 정보기술(IT) 유니콘 기업들이 대거 미국 증시에서 기업공개(IPO)에 나서고 있다고 블룸버그통신이 24일(현지시간) 보도했다.이에 따르면 이날 미 증권거래위원회(SEC)에 IPO 서류를 제출한 IT 기업들로는 유니티 소프트웨어, 수모 로직, 제이프로그, 스노플레이크, 아사나 등 5개사이다.유니티는 최근 애플과 앱스토어 수수료 문제를 놓고 갈등을 빚고 있는 에픽게임즈의 경쟁업체로, 게임엔진을 출시한 소프트웨어 회사다.페이스북의 공동 창업자였던 더스틴 모스코비츠가 이끄는 아사나는 일반적인 IPO 대신 직상장을 추진한다. 직상장은 신주 발행을 하지 않고 바로 증시에 상장하는 것을 말한다.아사나가 예정대로 직상장하게 되면 지난해 슬랙 테크놀로지 이후 첫 사례가 된다.블룸버그 집계에 따르면 24일 현재 8월 IPO를 통한 자금 조달 규모가 160억달러로, 역대 8월 규모로는 최대다. 올해 6월과 7월 역시 각각 6월, 7월 기준으로 IPO 규모가 역대 최대였다.모건 스탠리의 애슐리 맥닐은 ""올여름이 단연코 가장 바쁜 여름이다""고 말했다.(뉴욕 EPA=연합뉴스) 미국 뉴욕증권거래소가 6일(현지시간) 건물 전면 외벽에 모기지 업체인 로켓 컴퍼니의 기업공개(IPO)를 알리는 현수막을 내걸고 있다. jsmoon@yna.co.krpseudojm@yna.co.kr<저작권자(c) 연합뉴스, 무단 전재-재배포 금지>2020/08/25 16:48 송고"
https://www.yna.co.kr/view/AKR20200821040700002?section=search,[부고] 서일석(코스콤 금융IT혁신부 차석)씨 부친상,송고시간2020-08-21 09:35,,"▲ 서정대씨 별세, 서일석(코스콤 금융IT혁신부 차석)·서재석·서학석씨 부친상 = 20일 오후 3시, 경기도의료원 의정부병원장례식장 1분향실, 발인 22일 낮 12시, 장지 광릉추모공원. ☎ 031-828-5444 (서울=연합뉴스)<저작권자(c) 연합뉴스, 무단 전재-재배포 금지>2020/08/21 09:35 송고"
https://www.yna.co.kr/view/AKR20200820103300063?section=search,"KAIST 최재혁 교수, 'IT 젊은 공학자상' 수상",송고시간2020-08-20 14:10,https://img2.yna.co.kr/etc/inner/KR/2020/08/20/AKR20200820103300063_01_i_P4.jpg,"[KAIST 제공. 재판매 및 DB 금지](대전=연합뉴스) 박주영 기자 = 한국과학기술원(KAIST)은 전기·전자공학부 최재혁 교수가 국제전기전자학회(IEEE)와 대한전자공학회(IEIE)가 공동 주관하는 'IT 젊은 공학자상' 수상자로 선정됐다고 20일 밝혔다.최 교수는 5G 통신 등 초고속 통신시스템을 위한 고성능 반도체 회로 설계 분야 연구를 진행해 왔으며, 차세대 유무선 통신 핵심기술로 꼽히는 '초 저잡음 고주파 신호 생성' 분야에서 세계 최고 기술을 보유하고 있다.반도체 회로 분야 최고 권위 학술대회인 '국제반도체회로 학술대회'(ISSCC)와 '유럽반도체회로 학술대회'(ESSCIRC)에서 기술프로그램위원으로 활동하고 있으며, IEEE 산하 반도체회로소사이어티(SSCS)로부터 저명 연구자로 선정되기도 했다.시상식은 이날 오후 6시 제주 롯데호텔에서 열린다.jyoung@yna.co.kr<저작권자(c) 연합뉴스, 무단 전재-재배포 금지>2020/08/20 14:10 송고"
https://www.yna.co.kr/view/AKR20200819054600009?section=search,"비아콤CBS, IT매체 씨넷 5천900억원에 매각 협상중",송고시간2020-08-19 10:30,https://img8.yna.co.kr/etc/inner/KR/2020/08/19/AKR20200819054600009_01_i_P4.jpg,"(서울=연합뉴스) 구정모 기자 = 비아콤CBS가 정보기술(IT) 전문 매체 씨넷(CNET)을 매각하기 위해 디지털 미디어 지주사 레드 벤처스와 협상 중이라고 월스트리트저널(WSJ)이 정통한 소식통을 인용해 18일(현지시간) 보도했다.논의 중인 매각 가격은 5억달러(약 5천900억원)라고 소식통은 전했다.다만 협상은 아직 불발될 가능성이 있는 단계인 것으로 알려졌다.레드 벤처스는 뱅크레이트, 리뷰스닷컴 등 소비자 정보 사이트를 운영하는 업체다.지난해 비아콤과 CBS간 합병으로 탄생한 비아콤 CBS는 재무 건전성을 보강하고 비디오 스트리밍 사업을 강화할 재원 마련을 위해 최근 비핵심 자산을 처분하고 있다.[AFP/게티이미지=연합뉴스]pseudojm@yna.co.kr<저작권자(c) 연합뉴스, 무단 전재-재배포 금지>2020/08/19 10:30 송고"
https://www.yna.co.kr/view/AKR20200818078552017?section=search,"'다시 집으로'…IT·게임업계,코로나 재확산에 속속 재택근무(종합2보)",송고시간2020-08-18 17:31,https://img7.yna.co.kr/photo/cms/2020/04/14/02/PCM20200414000002003_P4.jpg,"[엔씨소프트 제공. 재판매 및 DB 금지](서울=연합뉴스) 홍지인 채새롬 기자 = IT·게임업체들이 수도권 교회를 중심으로 한 신종 코로나바이러스 감염증(코로나19)의 재확산에 잇따라 재택근무로 다시 전환하고 있다.엔씨소프트[036570]는 코로나19 확산 추세에 따라 '전사 순환 재택근무제'를 운영한다고 18일 밝혔다.이번 주는 하루, 다음 주는 이틀을 재택 근무하는 형태다. 31일 이후 근무는 상황에 따라 다시 정할 계획이다.엔씨는 출퇴근 시간 혼잡도 및 근무 밀도 완화를 위한 '완전 자율 출퇴근제'는 계속 운영 중이다. 임신부와 기저 질환자 등도 재택근무를 할 수 있다.넷마블도 19일부터 '주 3일 출근·2일 재택근무' 체제로 전환한다. 직원들은 각자 상황에 맞춰 자율적으로 출근 가능한 3일을 선택할 수 있다.회사 측은 ""코로나19 감염병 확산 방지 및 임직원 건강 보호를 위해 필수인력을 제외하고 넷마블컴퍼니 전체 대상으로 8월 28일까지 재택근무를 재시행하기로 결정했다""고 밝혔다.[NHN 제공]컴투스와 게임빌은 19일부터 9월 2일까지 전사 50% 수준의 재택근무에 돌입한다.NHN[181710]은 이달 28일까지 재택근무로 전환하고 매주 월·목요일을 '협업데이'로 지정해 유연하게 출퇴근하도록 했다.2월 말부터 재택근무에 돌입한 NHN은 5월 말 정상 출근 전환 이후에도 매주 수요일 임직원이 회사 밖 원하는 공간에서 일하는 '수요 오피스' 제도를 시범 운영한 바 있다.LG유플러스도 28일까지 순환 재택근무를 하기로 했다.서울·경기·인천·부산 지역 근무자는 각 조직의 인원을 절반으로 나눠 돌아가면서 재택근무를 한다.LG유플러스는 임신부와 기저질환을 가진 구성원을 대상으로 자율적 재택근무를 시행해 현재까지 운영 중이다. 연구개발조직인 FC부문에서는 7월부터 300여명의 임직원을 대상으로 매주 사흘간 재택근무를 시행해왔다.이에 앞서 SK텔레콤, KT, 카카오[035720]와 네이버, 넥슨 등 업체가 이번 주를 기점으로 재택근무로 전환했다.[연합뉴스TV 캡처]ljungberg@yna.co.kr<저작권자(c) 연합뉴스, 무단 전재-재배포 금지>2020/08/18 17:31 송고"
https://www.yna.co.kr/view/AKR20200818046000017?section=search,"판교 IT기업 ""출근하지 마""…네이버·카카오 다시 재택근무",송고시간2020-08-18 09:52,https://img6.yna.co.kr/photo/cms/2020/01/30/30/PCM20200130000230990_P4.jpg,"[네이버 제공](서울=연합뉴스) 이효석 기자 = 신종 코로나바이러스 감염증(코로나19)이 재확산하면서 네이버가 약 4개월 만에 전면 재택근무를 다시 시작했다.18일 업계에 따르면 네이버는 전날 전 직원에게 ""8월 말까지 전면 재택근무에 돌입한다""고 공지했다.회사 측은 최근 수도권을 중심으로 코로나19가 급격히 재확산한 점 등을 고려해 방역 예방 차원에서 이런 결정을 내린 것으로 전해졌다.네이버가 전면 재택근무를 시행하는 것은 약 4개월 만이다. 네이버는 2월 말부터 4월 말까지 전면 재택근무를 했다가 그 이후로는 일주일에 사흘을 재택근무하는 '2+3' 순환근무제를 해왔다.네이버는 8월 초 들어 코로나19 확산 우려가 다소 잦아들었다고 판단해 정상 출근 체제로 바꾸기도 했다.2주 정도 정상 출근했던 네이버는 코로나19 재확산이 우려되자 이날부터 다시 2+3 체제를 가동하려 했으나, 재확산이 예상보다 더 심각하다고 판단해 결국 다시 전면 재택근무로 돌아가기로 결정했다.네이버와 함께 분당 판교에 있는 카카오[035720]도 이달 14일부터 다시 무기한 원격근무로 돌아갔다.카카오는 2월 말부터 원격근무에 돌입했다가 지난달 7일 정상 출근으로 전환한 바 있다.넥슨도 일주일에 이틀을 재택근무하는 '3+2' 근무 체제를 다시 시작했다.일주일에 하루만 재택근무하는 '4+1' 근무를 시작한 지 일주일 만에 3+2 체제로 회귀했다.국내 코로나19 신규 확진자는 14일부터 이날까지 나흘 연속으로 세 자릿수(103명→166명→279명→197명)를 기록하고 있다.hyo@yna.co.kr<저작권자(c) 연합뉴스, 무단 전재-재배포 금지>2020/08/18 09:52 송고"
https://www.yna.co.kr/view/AKR20200818032300030?section=search,"야놀자, 말레이 IT 기업과 동남아 호텔 객실관리 시장 공략",송고시간2020-08-18 09:05,https://img3.yna.co.kr/etc/inner/KR/2020/08/18/AKR20200818032300030_01_i_P4.jpg,"[야놀자 제공. 재판매 및 DB 금지]
왼쪽부터 탈마인드란 가나신 비네트웍스 대표, 김세준 야놀자 글로벌호텔솔루션실장(서울=연합뉴스) 이태수 기자 = 야놀자는 말레이시아 IT 기업 '비네트웍스'와 손잡고 동남아시아 호텔 객실 관리 시장 공략에 나선다고 18일 밝혔다.야놀자는 이를 위해 비네트웍스와 업무협약을 맺고, 필리핀·싱가포르·말레이시아 등 동남아시아 주요 시장 진출을 추진하기로 했다.두 업체는 앞으로 ▲ 기술 협력을 통한 와이플럭스 RMS(객실 관리 시스템) 솔루션 고도화 ▲ 호텔 판매를 위한 통합 패키지 출시 ▲ 공동 홍보와 판매 등에서 협력하기로 했다.야놀자는 자체 개발한 객실 관리 소프트웨어를 비네트웍스의 하드웨어와 접목해 현지 호텔에 적용 가능한 객실 관리 시스템 통합 패키지를 내놓을 계획이다.야놀자는 ""현지 IoT(사물인터넷) 기술을 선도하는 비네트웍스와 협약을 통해 현지 호텔에 최적화된 기술을 선보일 수 있을 것""이라며 ""동남아시아 여가 산업에 혁신을 불러올 수 있을 것""이라고 기대했다.tsl@yna.co.kr<저작권자(c) 연합뉴스, 무단 전재-재배포 금지>2020/08/18 09:05 송고"
https://www.yna.co.kr/view/AKR20200817040652017?section=search,SKT·KT 다시 재택근무…카카오 등 판교 IT기업도 재택 '유턴'(종합2보),송고시간2020-08-17 18:27,https://img5.yna.co.kr/photo/cms/2016/07/20/01/C0A8CA3D000001565F21D5200097D7C_P4.jpeg,"[연합뉴스 자료사진](서울=연합뉴스) 채새롬 이효석 기자 = 신종 코로나바이러스 감염증(코로나19) 지역감염이 재확산하면서 ICT 기업들이 잇따라 재택근무를 확대했다.17일 업계에 따르면 SK텔레콤[017670]이 이날 일주일간 재택근무를 결정했다.SK텔레콤은 이날 임직원에게 ""8월 23일까지 일주일간 모든 구성원의 재택근무를 권장한다""고 공지했다.회사 측은 임직원에게 ""모임·약속 등 대면 활동을 수반하는 일정을 전면 재조정하기를 당부한다""면서 ""재택근무 기간에 외출을 최소화하고 밀폐·밀집 장소 방문을 절대 삼가 달라""고 강조했다.그러면서 ""불가피하게 업무 수행을 위해 출근할 경우 반드시 사전에 리더와 상의하라""며 ""불가피한 출근 및 업무 이동 시에 다중 이용 대중교통 탑승을 지양하라""고 덧붙였다.SK텔레콤 관계자는 ""코로나19 예방과 구성원 건강을 위해 내린 결정""이라고 말했다.SK텔레콤이 코로나19 여파로 재택근무를 결정한 것은 이번이 세 번째다. 올해 2월 25일∼4월 5일, 5월 14∼24일 재택근무를 시행한 바 있다.KT도 이날 ""18일부터 23일까지 서울·경기·인천·부산 지역 직원은 필수 근무 인력을 제외하고 재택근무를 시행한다""면서 ""그 외 지역 지원도 임산부, 건강 취약자, 육아 직원은 재택근무한다""고 공지했다.KT 관계자는 ""2월 순환 재택근무 조치를 시작으로 지역과 조직 상황에 따라 탄력적으로 재택 근무를 시행해왔다""면서 ""20명 이상의 교육·회의 등 사내 단체활동과 불필요한 출장을 금지하고, 직원 동선을 최소화하기 위해 노력하겠다""고 말했다.LG유플러스 측은 재택근무 복귀에 관해 ""현재 결정된 바 없다""고 전했다.[연합뉴스 자료사진]분당·판교에 있는 IT·게임 기업 일부도 재택근무를 결정했다.카카오는 이달 14일부터 다시 무기한 원격근무에 돌입했다.카카오 직원 중에 확진자는 없으나 코로나19 예방 차원에서 결정한 것으로 알려졌다.카카오는 코로나19 유행이 시작한 2월 말부터 원격근무 체제에 돌입했다가 지난달 7일 정상 출근 근무로 전환한 바 있다.네이버는 지난주부터 일주일에 이틀만 회사로 출근하고 나머지 사흘은 원격근무하는 순환근무제를 시작했다.이달 3일 순환근무에서 정상 출근 체제로 바뀐 지 2주 만에 다시 순환근무로 돌아갔다.넥슨도 일주일에 사흘만 회사로 출근하고 이틀은 재택근무를 하는 '3+2' 근무 체제를 이날부터 다시 시작하기로 했다.넥슨은 일주일에 하루만 재택근무하는 '4+1' 근무를 시작한 지 일주일 만에 다시 3+2 체제로 회귀했다.국내 코로나19 신규 확진자는 14일부터 이날까지 나흘 연속으로 세 자릿수(103명→166명→279명→197명)를 기록하고 있다.hyo@yna.co.kr<저작권자(c) 연합뉴스, 무단 전재-재배포 금지>2020/08/17 18:27 송고"
